,url,size,serial_no,similarity_score,num_forms,has_login_form,num_scripts,has_external_scripts,num_hyperlinks,num_external_hyperlinks,num_js_events,isPhishing
1093,https://ladp.org.pe/test/wp-includes/html-api/DHL-MULTI_M-2024/MTTRBDFH/index.php?FGDD=1,2627,1094,0.817949915,0,0,4,1,1,1,0,1
1115,https://s.id/22odx,9997,1116,0.635181231,0,0,3,1,1,1,0,1
1116,https://allegrolokalnie.kup-online99087.pl/oferta/Samsung-Galaxy-S21-Ultra-5G---128GB/EYMGUP-C9EAVB,18072,1117,0.893862446,0,0,3,1,0,0,0,1
1126,http://liltexashomestead.talkagoodgame.com/xiamei/neteasehardest/900/index.php,96119,1127,0.883058065,1,0,10,1,0,0,0,1
1128,https://frosty-feynman-5b5382.netlify.app/,2871,1129,0.804174023,0,0,1,0,2,1,0,1
1129,https://docwq579w4q3345896925892434782781291913file302538923pdf.pages.dev,328889,1130,0.771736929,3,0,3,0,47,44,0,1
1132,http://newburycafe.co.za/Webmail/1/Webmail/webmail.php,28390,1133,0.745742563,3,1,2,0,52,49,0,1
1133,http://newburycafe.co.za/Webmail/2/Webmail/webmail.php,28390,1134,0.745742563,3,1,2,0,52,49,0,1
1134,http://newburycafe.co.za/Webmail/3/Webmail/webmail.php,28390,1135,0.745742563,3,1,2,0,52,49,0,1
1135,http://newburycafe.co.za/Webmail/4/Webmail/webmail.php,28390,1136,0.745742563,3,1,2,0,52,49,0,1
1136,http://newburycafe.co.za/Webmail/5/Webmail/webmail.php,28390,1137,0.745742563,3,1,2,0,52,49,0,1
1139,http://newburycafe.co.za/Webmail/8/Webmail/webmail.php,28390,1140,0.745742563,3,1,2,0,52,49,0,1
1140,http://newburycafe.co.za/Webmail/9/Webmail/webmail.php,28390,1141,0.745742563,3,1,2,0,52,49,0,1
1141,http://newburycafe.co.za/Webmail/10/Webmail/webmail.php,28390,1142,0.745742563,3,1,2,0,52,49,0,1
1143,http://newburycafe.co.za/Webmail/12/Webmail/webmail.php,28390,1144,0.745742563,3,1,2,0,52,49,0,1
1144,http://newburycafe.co.za/Webmail/13/Webmail/webmail.php,28390,1145,0.745742563,3,1,2,0,52,49,0,1
1146,http://newburycafe.co.za/Webmail/15/Webmail/webmail.php,28390,1147,0.745742563,3,1,2,0,52,49,0,1
1147,http://newburycafe.co.za/Webmail/16/Webmail/webmail.php,28390,1148,0.745742563,3,1,2,0,52,49,0,1
1148,http://newburycafe.co.za/Webmail/17/Webmail/webmail.php,28390,1149,0.745742563,3,1,2,0,52,49,0,1
1151,http://newburycafe.co.za/Webmail/20/Webmail/webmail.php,28390,1152,0.745742563,3,1,2,0,52,49,0,1
1153,http://newburycafe.co.za/Webmail/22/Webmail/webmail.php,28390,1154,0.745742563,3,1,2,0,52,49,0,1
1154,http://newburycafe.co.za/Webmail/23/Webmail/webmail.php,28390,1155,0.745742563,3,1,2,0,52,49,0,1
1157,http://newburycafe.co.za/Webmail/26/Webmail/webmail.php,28390,1158,0.745742563,3,1,2,0,52,49,0,1
1158,http://newburycafe.co.za/Webmail/27/Webmail/webmail.php,28390,1159,0.745742563,3,1,2,0,52,49,0,1
1159,http://newburycafe.co.za/Webmail/28/Webmail/webmail.php,28390,1160,0.745742563,3,1,2,0,52,49,0,1
1160,http://newburycafe.co.za/Webmail/29/Webmail/webmail.php,28390,1161,0.745742563,3,1,2,0,52,49,0,1
1161,https://banrural-web.vercel.app/,3784,1162,0.486251829,0,0,0,0,1,1,0,1
1163,http://newburycafe.co.za/Webmail/31/Webmail/webmail.php,28390,1164,0.745742563,3,1,2,0,52,49,0,1
1166,https://oigyugujigyu.weeblysite.com/,1551,1167,0.625643849,0,0,0,0,1,1,0,1
1168,http://newburycafe.co.za/Webmail/35/Webmail/webmail.php,28390,1169,0.745742563,3,1,2,0,52,49,0,1
1171,http://newburycafe.co.za/Webmail/38/Webmail/webmail.php,28390,1172,0.745742563,3,1,2,0,52,49,0,1
1172,http://newburycafe.co.za/Webmail/39/Webmail/webmail.php,28390,1173,0.745742563,3,1,2,0,52,49,0,1
1173,http://newburycafe.co.za/Webmail/40/Webmail/webmail.php,28390,1174,0.745742563,3,1,2,0,52,49,0,1
1174,http://newburycafe.co.za/Webmail/41/Webmail/webmail.php,28390,1175,0.745742563,3,1,2,0,52,49,0,1
1176,http://newburycafe.co.za/Webmail/43/Webmail/webmail.php,28390,1177,0.745742563,3,1,2,0,52,49,0,1
1178,http://newburycafe.co.za/Webmail/45/Webmail/webmail.php,28390,1179,0.745742563,3,1,2,0,52,49,0,1
1179,http://newburycafe.co.za/Webmail/46/Webmail/webmail.php,28390,1180,0.745742563,3,1,2,0,52,49,0,1
1185,http://newburycafe.co.za/Webmail/52/Webmail/webmail.php,28390,1186,0.745742563,3,1,2,0,52,49,0,1
1187,http://newburycafe.co.za/Webmail/54/Webmail/webmail.php,28390,1188,0.745742563,3,1,2,0,52,49,0,1
1188,http://newburycafe.co.za/Webmail/55/Webmail/webmail.php,28390,1189,0.745742563,3,1,2,0,52,49,0,1
1191,http://newburycafe.co.za/Webmail/58/Webmail/webmail.php,28390,1192,0.745742563,3,1,2,0,52,49,0,1
1195,http://newburycafe.co.za/Webmail/62/Webmail/webmail.php,28390,1196,0.745742563,3,1,2,0,52,49,0,1
1196,http://newburycafe.co.za/Webmail/63/Webmail/webmail.php,28390,1197,0.745742563,3,1,2,0,52,49,0,1
1197,http://newburycafe.co.za/Webmail/64/Webmail/webmail.php,28390,1198,0.745742563,3,1,2,0,52,49,0,1
1199,http://newburycafe.co.za/Webmail/66/Webmail/webmail.php,28390,1200,0.745742563,3,1,2,0,52,49,0,1
1201,http://newburycafe.co.za/Webmail/68/Webmail/webmail.php,28390,1202,0.745742563,3,1,2,0,52,49,0,1
1202,http://newburycafe.co.za/Webmail/69/Webmail/webmail.php,28390,1203,0.745742563,3,1,2,0,52,49,0,1
1203,http://newburycafe.co.za/Webmail/70/Webmail/webmail.php,28390,1204,0.745742563,3,1,2,0,52,49,0,1
1204,http://newburycafe.co.za/Webmail/71/Webmail/webmail.php,28390,1205,0.745742563,3,1,2,0,52,49,0,1
1205,http://newburycafe.co.za/Webmail/72/Webmail/webmail.php,28390,1206,0.745742563,3,1,2,0,52,49,0,1
1206,http://newburycafe.co.za/Webmail/73/Webmail/webmail.php,28390,1207,0.745742563,3,1,2,0,52,49,0,1
1207,http://newburycafe.co.za/Webmail/74/Webmail/webmail.php,28390,1208,0.745742563,3,1,2,0,52,49,0,1
1208,http://newburycafe.co.za/Webmail/75/Webmail/webmail.php,28390,1209,0.745742563,3,1,2,0,52,49,0,1
1209,http://newburycafe.co.za/Webmail/76/Webmail/webmail.php,28390,1210,0.745742563,3,1,2,0,52,49,0,1
1210,http://newburycafe.co.za/Webmail/77/Webmail/webmail.php,28390,1211,0.745742563,3,1,2,0,52,49,0,1
1211,http://newburycafe.co.za/Webmail/78/Webmail/webmail.php,28390,1212,0.745742563,3,1,2,0,52,49,0,1
1215,https://www.denatuurbron.be/road/grace-domain.html,148,1216,0.178457653,0,0,0,0,0,0,0,1
1216,https://www.denatuurbron.be/go/grace-domain.html,148,1217,0.178457653,0,0,0,0,0,0,0,1
1217,https://denatuurbron.be/go/grace-domain.html,148,1218,0.178457653,0,0,0,0,0,0,0,1
1218,https://arjbtndbboihe.weeblysite.com/,1551,1219,0.625643849,0,0,0,0,1,1,0,1
1220,https://xfinityloginpage.weebly.com/,3792,1221,0.667926093,0,0,1,0,2,0,0,1
1222,https://agrimatco-app.com/www/default/Up/,39,1223,0.138232703,0,0,0,0,0,0,0,1
1223,https://docs.google.com/presentation/d/e/2PACX-1vTj7dACtGxa6wAafgOU0PnR0tZD6JiQiT6cHbMBzQCa2B3WkrKXJIGHzkl0_LU-WUgbQd8_DpXm9Mzc/pub?start=false&amp;loop=false&amp;delayms=3000,158562,1224,0.838510313,0,0,18,0,0,0,0,1
1225,https://437578ghjvbgftryuiyt678iu7y6897u.pages.dev,15633,1226,0.853736059,1,0,6,1,3,0,0,1
1226,https://confianzaips.com/website_0dd6593c/wp-admin/G79jdwhowuheUOI70/app/,264,1227,0.178457653,0,0,0,0,0,0,0,1
1227,https://brijohomedecor.com/wp-includes/ixr/zaza/,264,1228,0.178457653,0,0,0,0,0,0,0,1
1228,https://ifin.be/Myaccount_Sms,56735,1229,0.744007378,1,0,6,1,14,4,0,1
1229,https://ifin.be/Myaccount,56737,1230,0.744007378,1,0,6,1,14,4,0,1
1230,https://ifin.be/login.php,6392,1231,0.578793155,2,1,16,1,3,3,0,1
1231,https://ifin.be/login,6392,1232,0.578793155,2,1,16,1,3,3,0,1
1232,https://sms-lab.org/wp-content/Microsoft/office/,1374,1233,0.445198353,0,0,0,0,1,1,0,1
1237,https://cheerful-narwhal-d76c40.netlify.app/,2871,1238,0.804174023,0,0,1,0,2,1,0,1
1243,https://aolsecure.pages.dev,29339,1244,0.113941508,1,0,0,0,7,7,0,1
1244,https://sh4922276.c.had.su/goschool/today/university/pages/region.php,7609,1245,0.754516382,0,0,0,0,1,0,0,1
1249,https://nuclo-b1bb.laseiphnel.workers.dev,5093968,1250,0.414293723,0,0,6,1,0,0,0,1
1250,https://my-att-2a54.at35756.workers.dev,16725,1251,0.482559428,1,0,2,0,3,0,0,1
1253,https://hfoodbr.com.br/css/tmp/dcusin/dcusign/data.php,53,1254,0.138232703,0,0,0,0,0,0,0,1
1254,https://chare-docs-a528.rdleajodex.workers.dev,6751434,1255,0.414293723,0,0,6,1,0,0,0,1
1256,https://5ba5.project-deec.workers.dev,284552,1257,0.176027586,1,0,9,1,6,0,0,1
1257,https://t.co/XAb7DpgNRc,15074,1258,0.161994427,0,0,1,0,55,55,0,1
1258,https://pub-7a4e9ca3bdab4a319719b64894ad30fc.r2.dev/vm.html,14108,1259,0.102402399,0,0,0,0,1,1,0,1
1260,https://bancagtpromericasonline.nfwlocksz.ru.com/,39,1261,0.138232703,0,0,0,0,0,0,0,1
1262,https://docs.google.com/presentation/d/e/2PACX-1vQWkQpjoCoFuMRa8loDMKRqSPKQm3W_GvpuoJ9Q1cZOLCgIdzizO8W4CXhQT5M-zBi-kBYMvCbq1-Mj/pub?start=false&loop=false&delayms=3000,184748,1263,0.835585008,0,0,18,0,0,0,0,1
1263,https://docs.google.com/presentation/d/e/2PACX-1vQ3_G1BtTKe9ZI9DzhZmBaWmZvIt9K01n1BTGNcKp56bSDk3bKYyhx3xxbWm1hKoiesUkXguhRU1INt/pub?start=false&loop=false&delayms=3000&slide=id.p%3Eto,113015,1264,0.836063089,0,0,18,0,0,0,0,1
1264,https://docs.google.com/presentation/d/e/2PACX-1vRd6hsE_eawN5j30NjsIUHVRUh85YThmFUo2Slu3JLnpBYZLiJY9d6l5xMp0BHMLobLwlPGZ0Vux9wY/pub?start=false&loop=false&delayms=3000&slide=id.p,135157,1265,0.835585008,0,0,18,0,0,0,0,1
1267,https://ww16.allegrolokalnie.eaukcja24h.pl/,31304,1268,0.93720463,0,0,5,1,4,3,0,1
1276,https://controppe.com/biNCH,39,1277,0.138232703,0,0,0,0,0,0,0,1
1280,https://rebrand.ly/73ntvcn,2620,1281,0.552930813,0,0,0,0,0,0,0,1
1281,https://toko.alamatflorist.co.id/https-www.irs.gov/wheres-my-refund,39,1282,0.138232703,0,0,0,0,0,0,0,1
1286,https://anular-ahora.webcindario.com/inicio.html,2703,1287,0.871671367,0,0,3,1,1,1,0,1
1287,https://punyadivination.com/wp-includes/certificates/cok.php,125,1288,0.138232703,0,0,0,0,0,0,0,1
1288,https://9e75d0d3-430b-452e-b279-1d22a383dcf9-00-2xf1maxjou4q3.kirk.replit.dev/,7502,1289,0.855170362,0,0,1,0,1,1,0,1
1289,https://googleweblight.com/i?u=https://9e75d0d3-430b-452e-b279-1d22a383dcf9-00-2xf1maxjou4q3.kirk.replit.dev#WjJWeVlYSmtMbWR2ZFhKcWIyNUFibUZ0WlhOb2FXVnNaQzV1WlhRPQ==,7502,1290,0.855170362,0,0,1,0,1,1,0,1
1292,http://zatrem.fzerna.eu/,4643,1293,0.612123927,0,0,0,0,2,2,0,1
1295,https://rumahmurahjogja.com/web2,34412,1296,0.458829004,1,0,9,1,21,16,0,1
1297,https://rennneer.000webhostapp.com,5386,1298,0.915408244,0,0,4,1,2,2,0,1
1298,https://dermotecec.cl/sarbdashb/emcfilssued/nedbank/servcentr.custnum/rncp/myntbn.php,39,1299,0.138232703,0,0,0,0,0,0,0,1
1299,https://dermotecec.cl/nedcnhc/formntbn/rncp/myntbn.php,39,1300,0.138232703,0,0,0,0,0,0,0,1
1300,https://versoscallejeros.es/wp-content/themes/twentytwenty/inc/rstyuth.html#redacted@abuse.ionos.com,2900,1301,0.792336312,0,0,0,0,0,0,0,1
1301,https://dermotecec.cl/nbkapplic/formntbn/rncp/myntbn.php,39,1302,0.138232703,0,0,0,0,0,0,0,1
1304,https://exodusweb3waletd.webflow.io/,880,1305,0.818149649,0,0,0,0,0,0,0,1
1305,https://exedus-web3wallet.webflow.io/,880,1306,0.818149649,0,0,0,0,0,0,0,1
1306,https://wallt-exodus.webflow.io/,880,1307,0.818149649,0,0,0,0,0,0,0,1
1307,https://exosdugwbwallt.webflow.io/,880,1308,0.818149649,0,0,0,0,0,0,0,1
1308,https://exoduswallet-web3.webflow.io/,880,1309,0.818149649,0,0,0,0,0,0,0,1
1309,https://exodusweb3-app.webflow.io/,880,1310,0.818149649,0,0,0,0,0,0,0,1
1311,https://web-exodus.webflow.io/,880,1312,0.818149649,0,0,0,0,0,0,0,1
1312,https://hiteshmetal.com/cms/nbx/ba/home/?particulier,329,1313,0.178457653,0,0,0,0,0,0,0,1
1313,https://dermotecec.cl/myssdashb/emcfilssued/nedbank/servcentr.custnum/suspended.php,39,1314,0.138232703,0,0,0,0,0,0,0,1
1314,https://dermotecec.cl/myssdashb/emcfilssued/nedbank/servcentr.custnum,39,1315,0.138232703,0,0,0,0,0,0,0,1
1315,https://rp.mockplus.com/run/BPcpUG0btY/SbQb1Af3dx/0inL0uAmOl?cps=expand&rps=expand&nav=1&ha=0&la=0&fc=1&dt=iphoneX&out=0&rt=1&as=true,135893,1316,0.848556565,0,0,11,1,0,0,0,1
1316,https://dermotecec.cl/myssdashb/emcfilssued/nedbank/servcentr.custnum/rncp/myntbn.php,39,1317,0.138232703,0,0,0,0,0,0,0,1
1317,https://dermotecec.cl/ldsapplic/formntbn/rncp/myntbn.php,39,1318,0.138232703,0,0,0,0,0,0,0,1
1318,https://bigrat.netmente.com/o1/app/login.php,235,1319,0.178457653,0,0,0,0,0,0,0,1
1319,https://limey.io/uytdfgh98,16600,1320,0.514990297,0,0,1,0,9,3,0,1
1320,https://kjrhgbtnch.w3spaces.com/djhbbthfh.html,12283,1321,0.589898335,0,0,1,0,5,4,0,1
1321,https://alcoock503.wixsite.com/my-site-1,5685,1322,0.845673522,0,0,8,0,6,0,0,1
1322,https://tg-com.ru/QAsicZeoRYIyNWRi,26656,1323,0.503267704,0,0,3,0,0,0,0,1
1326,https://app.mockplus.com/e/fRVeUmz5Q,82081,1327,0.602565166,0,0,4,1,0,0,0,1
1327,https://hgl.ink/kjhgh22/LXeut,54846,1328,0.709993094,0,0,15,0,2,2,0,1
1328,https://limey.io/7tgyuhj768tgb,18022,1329,0.527262759,0,0,4,1,9,3,0,1
1329,https://limey.io/dbthjios63,18022,1330,0.527262759,0,0,4,1,9,3,0,1
1330,https://btinternet-100276.weeblysite.com/,1551,1331,0.625643849,0,0,0,0,1,1,0,1
1334,https://rzo.shn.mybluehost.me/a/as/signin.php,377,1335,0.178457653,0,0,0,0,0,0,0,1
1335,https://cloudflare-ipfs.com/ipfs/bafybeihfe5tzsaaf37broawtc33cekk4drxxy3il5tfpxbb3zmvym7ovt4,422410,1336,0.802480972,0,0,1,0,2,2,0,1
1336,https://soniakmason.wixsite.com/my-site-1,5685,1337,0.845673522,0,0,8,0,6,0,0,1
1340,https://diboc39768.wixsite.com/my-site-1,5685,1341,0.845673522,0,0,8,0,6,0,0,1
1341,https://limey.io/pagem,4373,1342,0.312300892,0,0,0,0,2,1,0,1
1342,https://careclub.or.ke/zti/#,582,1343,0.638469508,0,0,2,1,0,0,0,1
1343,https://keepo.io/bthomeccennntre/,15239,1344,0.171522281,0,0,0,0,1,1,0,1
1345,https://rp.mockplus.com/run/jG43hkUUeJ/TdbYExmbCj/backToHead?cps=hide&dt=iphoneX&ha=1&la=1&nav=1&out=0&rps=hide&rt=1&as=true,135926,1346,0.847665883,0,0,11,1,0,0,0,1
1346,https://rp.mockplus.com/rps/qdqQRc3iBe,137328,1347,0.846871583,0,0,11,1,0,0,0,1
1347,https://rp.mockplus.com/run/5Cd4EOMKdK/qdqQRc3iBe/backToHead?cps=hide&dt=iphoneX&ha=1&la=1&nav=1&out=0&rps=hide&rt=1&as=true,137328,1348,0.846871583,0,0,11,1,0,0,0,1
1348,https://pub-62ab5408551c4686a03b696ad48acb89.r2.dev/truist_online_security_needed.html,14108,1349,0.102402399,0,0,0,0,1,1,0,1
1350,https://keepo.io/bthomeccenntre/,15239,1351,0.171522281,0,0,0,0,1,1,0,1
1351,https://service-sumup.com/service/su/,7588,1352,0.754516382,0,0,0,0,1,0,0,1
1352,https://www.google.sk/amp/s/careclub%E3%80%82or%E3%80%82ke/zti/#EMAIL_REDACTED,1428,1353,0.529534163,0,0,1,0,2,1,0,1
1353,https://limey.io/jyhjnhg,17758,1354,0.519357343,0,0,3,1,9,3,0,1
1354,https://keepo.io/bthomeccentre/,15239,1355,0.171522281,0,0,0,0,1,1,0,1
1355,https://ser4vici1-o0dec0-o4rre0o.es-actual.izaciones.fr/,39,1356,0.138232703,0,0,0,0,0,0,0,1
1356,http://syncapprectify.pages.dev,326642,1357,0.771633417,0,0,8,1,30,1,0,1
1357,https://syncapprectify.pages.dev/,326642,1358,0.771633417,0,0,8,1,30,1,0,1
1358,http://ypredict-app.pages.dev,4017,1359,0.688729687,0,0,3,0,3,3,0,1
1359,https://ypredict-app.pages.dev/,4017,1360,0.688729687,0,0,3,0,3,3,0,1
1360,https://british-telecommunications-plc-2024.weeblysite.com/,1551,1361,0.625643849,0,0,0,0,1,1,0,1
1361,https://sp734729.sitebeat.crazydomains.com/,99378,1362,0.309703202,0,0,0,0,0,0,0,1
1362,https://keepo.io/bthomeccenntree/,15239,1363,0.171522281,0,0,0,0,1,1,0,1
1363,https://bt-107878.weeblysite.com/,1551,1364,0.625643849,0,0,0,0,1,1,0,1
1365,https://bck.ubpages.com/ttjf/,198,1366,0.214149183,0,0,0,0,0,0,0,1
1375,http://tinyurl.com/talk221,141505,1376,0.886192755,0,0,37,1,25,24,0,1
1376,https://www.cakeresume.com/s--OiECIb-y_DrOucms4VxIHQ--/robert-mcdonnell,159393,1377,0.880174104,0,0,73,1,103,30,0,1
1380,https://firebasestorage.googleapis.com/v0/b/zimbra-2f94f.appspot.com/o/index.html?alt=media&amp;token=e4c2c556-da08-4e5d-8d0d-43f5f26a4276,236,1381,0.505455027,0,0,0,0,0,0,0,1
1384,https://shorturl.at/eEJU4,290198,1385,0.542583903,2,0,90,1,264,8,0,1
1390,https://nightzz.cocomaya.com.bd/keysshaere/,4224,1391,0.757647817,0,0,3,0,1,1,0,1
1391,https://shorturl.at/mtFIX,4224,1392,0.757647817,0,0,3,0,1,1,0,1
1392,https://docs.google.com/presentation/d/e/2PACX-1vQDjJ_-UQhiCX_M_a3SBz2FQ0NyGqj64znV2BDQE-NZoxUX_fh77Q9CZxnwtijC3c3tGui3FysKNd88/pub?start=false&loop=false&delayms=3000&slide=id.p,120066,1393,0.83651107,0,0,18,0,0,0,0,1
1393,https://docs.google.com/presentation/d/e/2PACX-1vQDjJ_-UQhiCX_M_a3SBz2FQ0NyGqj64znV2BDQE-NZoxUX_fh77Q9CZxnwtijC3c3tGui3FysKNd88/pub?start=false&loop=false&delayms=3000,119715,1394,0.836511988,0,0,18,0,0,0,0,1
1394,https://shorturl.at/gkl27,119714,1395,0.836511988,0,0,18,0,0,0,0,1
1398,https://tinyurl.com/mvnzpks8,1925,1399,0.678373852,0,0,0,0,2,1,0,1
1399,https://tinyurl.com/5bjcmv29,1926,1400,0.678373852,0,0,0,0,2,1,0,1
1403,https://tinyurl.com/3zbuyeth,1922,1404,0.678373852,0,0,0,0,2,1,0,1
